ent_1_model,ent_1_handle,ent_1_extra_handles,ent_2_model,ent_2_handle,ent_2_handles_other,ent_2_extra_handles
DSS,,,GDC,ref:GDC:ubiquitous_properties,,Demographic
DSS,,,PDC,cause_of_death,,Diagnosis
DSS,,,PDC,colon_polyps_history,,Diagnosis
DSS,,,ICDC,concurrent_disease,,Diagnosis
DSS,,,ICDC,concurrent_disease_type,,Diagnosis
DSS,,,ICDC,crf_id,,Diagnosis
DSS,,,ICDC,date_of_diagnosis,,Diagnosis
DSS,,,ICDC,date_of_histology_confirmation,,Diagnosis
DSS,,,PDC,days_to_death,,Diagnosis
DSS,,,PDC,days_to_hiv_diagnosis,,Diagnosis
DSS,,,PDC,days_to_new_event,,Diagnosis
DSS,,,ICDC,histology_cytopathology,,Diagnosis
DSS,,,PDC,hiv_positive,,Diagnosis
DSS,,,PDC,hpv_positive_type,,Diagnosis
DSS,,,PDC,hpv_status,,Diagnosis
DSS,,,PDC,ldh_level_at_diagnosis,,Diagnosis
DSS,,,PDC,ldh_normal_range_upper,,Diagnosis
DSS,,,PDC,new_event_anatomic_site,,Diagnosis
DSS,,,PDC,new_event_type,,Diagnosis
DSS,,,PDC,overall_survival,,Diagnosis
DSS,,,ICDC,pathology_report,,Diagnosis
DSS,,,PDC,progression_free_survival,,Diagnosis
DSS,,,PDC,progression_free_survival_event,,Diagnosis
DSS,,,ICDC,treatment_data,,Diagnosis
DSS,,,PDC,vital_status,,Diagnosis
DSS,,,ICDC,on_visit(visit),,disease_extent
DSS,,,ICDC,crf_id,,disease_extent
DSS,,,ICDC,date_of_evaluation,,disease_extent
DSS,,,mCODE,Effective,,Cancer Disease Status Profile
DSS,,,ICDC,evaluation_code,,disease_extent
DSS,,,ICDC,evaluation_number,,disease_extent
DSS,,,ICDC,lesion_description,,disease_extent
DSS,,,ICDC,lesion_number,,disease_extent
DSS,,,ICDC,lesion_site,,disease_extent
DSS,,,ICDC,longest_measurement,,disease_extent
DSS,,,ICDC,measurable_lesion,,disease_extent
DSS,,,ICDC,measured_how,,disease_extent
DSS,,,ICDC,previously_irradiated,,disease_extent
DSS,,,ICDC,previously_treated,,disease_extent
DSS,,,ICDC,target_lesion,,disease_extent
DSS,,,ICDC,of_case(case),,enrollment
DSS,,,ICDC,cohort_description,,Enrollment
DSS,,,ICDC,date_of_informed_consent,,Enrollment
DSS,,,ICDC,date_of_registration,,Enrollment
DSS,,,ICDC,enrollment_document_number,,Enrollment
DSS,,,ICDC,initials,,Enrollment
DSS,,,ICDC,patient_subgroup,,Enrollment
DSS,,,ICDC,registering_institution,,Enrollment
DSS,,,ICDC,site_short_name,,Enrollment
DSS,,,ICDC,veterinary_medical_center,,Enrollment
DSS,,,GDC,ENTITY,,ExperimentMetadata
DSS,,,GDC,id,,ExperimentMetadata
DSS,,,GDC,project_id,,ExperimentMetadata
DSS,,,GDC,ref:GDC,data_file_properties,ExperimentMetadata
DSS,,,GDC,state_comment,,ExperimentMetadata
DSS,,,PDC,bmi,,Exposure
DSS,,,GDC,ref:GDC:ubiquitous_properties,,Exposure
DSS,,,GDC,ref:GDC:ubiquitous_properties,,FamilyHistory
DSS,,,ICDC,of_assay(assay),,file
DSS,,,ICDC,of_sample(sample),,file
DSS,,,ICDC,of_study(study),,file
DSS,,,PDC,data_category,,File
DSS,,,PDC,dbgap_control_number,,File
DSS,,,PDC,downloadable,,File
DSS,,,ICDC,file_description,,File
DSS,,,PDC,fraction_number,,File
DSS,,,PDC,sha1,,File
DSS,,,ICDC,document_number,,follow_up
DSS,,,ICDC,explain_unknown_status,,follow_up
DSS,,,ICDC,physical_exam_changes,,follow_up
DSS,,,ICDC,physical_exam_performed,,follow_up
DSS,,,ICDC,treatment_since_last_contact,,follow_up
DSS,,,PDC,ENTITY,,Gene
DSS,,,PDC,assays,,Gene
DSS,,,PDC,ENTITY,,GeneAbundance
DSS,,,PDC,log2_ratio,,GeneAbundance
DSS,,,PDC,precursor_area,,GeneAbundance
DSS,,,PDC,spectral_count_id,,GeneAbundance
DSS,,,PDC,unshared_log2_ratio,,GeneAbundance
DSS,,,PDC,unshared_precursor_area,,GeneAbundance
DSS,,,ICDC,,,image
DSS,,,ICDC,of_assay(assay),,image
DSS,,,GDC,aa_change,,MolecularTest
DSS,,,HTAN,aa_change,,Molecular Test
DSS,,,GDC,antigen,,MolecularTest
DSS,,,HTAN,antigen,,Molecular Test
DSS,,,GDC,biospecimen_type,,MolecularTest
DSS,,,GDC,blood_test_normal_range_lower,,MolecularTest
DSS,,,HTAN,blood_test_normal_range_lower,,Molecular Test
DSS,,,GDC,blood_test_normal_range_upper,,MolecularTest
DSS,,,HTAN,blood_test_normal_range_upper,,Molecular Test
DSS,,,GDC,cell_count,,MolecularTest
DSS,,,HTAN,cell_count,,Molecular Test
DSS,,,GDC,copy_number,,MolecularTest
DSS,,,HTAN,copy_number,,Molecular Test
DSS,,,GDC,cytoband,,MolecularTest
DSS,,,HTAN,cytoband,,Molecular Test
DSS,,,GDC,exon,,MolecularTest
DSS,,,HTAN,exon,,Molecular Test
DSS,,,GDC,histone_family,,MolecularTest
DSS,,,HTAN,histone_family,,Molecular Test
DSS,,,GDC,histone_variant,,MolecularTest
DSS,,,HTAN,histone_variant,,Molecular Test
DSS,,,GDC,intron,,MolecularTest
DSS,,,HTAN,intron,,Molecular Test
DSS,,,GDC,laboratory_test,,MolecularTest
DSS,,,HTAN,laboratory_test,,Molecular Test
DSS,,,GDC,loci_abnormal_count,,MolecularTest
DSS,,,HTAN,loci_abnormal_count,,Molecular Test
DSS,,,GDC,loci_count,,MolecularTest
DSS,,,HTAN,loci_count,,Molecular Test
DSS,,,GDC,mismatch_repair_mutation,,MolecularTest
DSS,,,HTAN,mismatch_repair_mutation,,Molecular Test
DSS,,,GDC,molecular_consequence,,MolecularTest
DSS,,,HTAN,molecular_consequence,,Molecular Test
DSS,,,GDC,pathogenicity,,MolecularTest
DSS,,,HTAN,pathogenicity,,Molecular Test
DSS,,,GDC,ploidy,,MolecularTest
DSS,,,HTAN,ploidy,,Molecular Test
DSS,,,GDC,ref:GDC:ubiquitous_properties,,MolecularTest
DSS,,,GDC,second_exon,,MolecularTest
DSS,,,HTAN,second_exon,,Molecular Test
DSS,,,GDC,specialized_molecular_test,,MolecularTest
DSS,,,HTAN,specialized_molecular_test,,Molecular Test
DSS,,,GDC,submitter_id,,MolecularTest
DSS,,,GDC,test_analyte_type,,MolecularTest
DSS,,,HTAN,test_analyte_type,,Molecular Test
DSS,,,GDC,test_units,,MolecularTest
DSS,,,HTAN,test_units,,Molecular Test
DSS,,,GDC,transcript,,MolecularTest
DSS,,,HTAN,transcript,,Molecular Test
DSS,,,GDC,variant_origin,,MolecularTest
DSS,,,HTAN,variant_origin,,Molecular Test
DSS,,,GDC,zygosity,,MolecularTest
DSS,,,HTAN,zygosity,,Molecular Test
DSS,,,ICDC,,,off_study
DSS,,,ICDC,best_resp_vet_tx_tp_best_response,,off_study
DSS,,,ICDC,best_resp_vet_tx_tp_secondary_response,,off_study
DSS,,,ICDC,date_last_medication_administration,,off_study
DSS,,,ICDC,date_of_best_response,,off_study
DSS,,,ICDC,date_of_disease_progression,,off_study
DSS,,,ICDC,date_off_study,,off_study
DSS,,,ICDC,date_off_treatment,,off_study
DSS,,,ICDC,document_number,,off_study
DSS,,,ICDC,reason_off_study,,off_study
DSS,,,ICDC,,,off_treatment
DSS,,,ICDC,best_resp_vet_tx_tp_best_response,,off_treatment
DSS,,,ICDC,best_resp_vet_tx_tp_secondary_response,,off_treatment
DSS,,,ICDC,date_last_medication_administration,,off_treatment
DSS,,,ICDC,date_of_best_response,,off_treatment
DSS,,,ICDC,date_of_disease_progression,,off_treatment
DSS,,,ICDC,date_off_treatment,,off_treatment
DSS,,,ICDC,document_number,,off_treatment
DSS,,,ICDC,reason_off_treatment,,off_treatment
DSS,,,GDC,ENTITY,,PathologyReport
DSS,,,GDC,id,,PathologyReport
DSS,,,GDC,ref:GDC,data_file_properties,PathologyReport
DSS,,,GDC,state_comment,,PathologyReport
DSS,,,GDC,submitter_id,,PathologyReport
DSS,,,ICDC,,,physical_exam
DSS,,,ICDC,at_enrollment(enrollment),,physical_exam
DSS,,,ICDC,on_visit(visit),,physical_exam
DSS,,,ICDC,assessment_timepoint,,physical_exam
DSS,,,ICDC,body_system,,physical_exam
DSS,,,ICDC,crf_id,,physical_exam
DSS,,,ICDC,date_of_examination,,physical_exam
DSS,,,ICDC,day_in_cycle,,physical_exam
DSS,,,ICDC,pe_comment,,physical_exam
DSS,,,ICDC,pe_finding,,physical_exam
DSS,,,ICDC,phase_pe,,physical_exam
DSS,,,GDC,shipped_to (Center),,Portion
DSS,,,ICDC,of_study(study),,principal_investigator
DSS,,,ICDC,,,prior_surgery
DSS,,,ICDC,at_enrollment(enrollment),,prior_surgery
DSS,,,ICDC,anatomical_site_of_surgery,,prior_surgery
DSS,,,ICDC,crf_id,,prior_surgery
DSS,,,ICDC,date_of_surgery,,prior_surgery
DSS,,,ICDC,procedure,,prior_surgery
DSS,,,ICDC,residual_disease,,prior_surgery
DSS,,,ICDC,surgical_finding,,prior_surgery
DSS,,,ICDC,therapeutic_indicator,,prior_surgery
DSS,,,ICDC,at_enrollment(enrollment),,prior_therapy
DSS,,,ICDC,agent_name,,prior_therapy
DSS,,,ICDC,agent_units_of_measure,,prior_therapy
DSS,,,ICDC,any_therapy,,prior_therapy
DSS,,,ICDC,best_response,,prior_therapy
DSS,,,ICDC,date_of_first_dose,,prior_therapy
DSS,,,ICDC,date_of_last_dose_nsaid,,prior_therapy
DSS,,,ICDC,date_of_last_dose_steroid,,prior_therapy
DSS,,,ICDC,dose_schedule,,prior_therapy
DSS,,,ICDC,min_rsdl_dz_tx_ind_nsaids_treatment_pe,,prior_therapy
DSS,,,ICDC,nonresponse_therapy_type,,prior_therapy
DSS,,,ICDC,number_of_prior_regimens_any_therapy,,prior_therapy
DSS,,,ICDC,number_of_prior_regimens_nsaid,,prior_therapy
DSS,,,ICDC,number_of_prior_regimens_steroid,,prior_therapy
DSS,,,ICDC,prior_nsaid_exposure,,prior_therapy
DSS,,,ICDC,prior_steroid_exposure,,prior_therapy
DSS,,,ICDC,prior_therapy_type,,prior_therapy
DSS,,,ICDC,therapy_type,,prior_therapy
DSS,,,ICDC,total_dose,,prior_therapy
DSS,,,ICDC,total_number_of_doses_any_therapy,,prior_therapy
DSS,,,ICDC,total_number_of_doses_nsaid,,prior_therapy
DSS,,,ICDC,total_number_of_doses_steroid,,prior_therapy
DSS,,,ICDC,treatment_performed_at_site,,prior_therapy
DSS,,,ICDC,treatment_performed_in_minimal_residual,,prior_therapy
DSS,,,ICDC,tx_loc_geo_loc_ind_nsaid,,prior_therapy
DSS,,,PDC,end_date,,Program
DSS,,,PDC,program_submitter_id,,Program
DSS,,,ICDC,program_external_url,,Program
DSS,,,ICDC,program_sort_order,,Program
DSS,,,PDC,sponsor,,Program
DSS,,,GDC,awg_review,,Project
DSS,,,GDC,code,,Project
DSS,,,GDC,disease_type,,Project
DSS,,,GDC,in_review,,Project
DSS,,,GDC,is_legacy,,Project
DSS,,,GDC,primary_site,,Project
DSS,,,GDC,release_requested,,Project
DSS,,,GDC,request_submission,,Project
DSS,,,PDC,programs,,Project
DSS,,,GDC,ENTITY,,ProteinExpression
DSS,,,GDC,id,,ProteinExpression
DSS,,,GDC,ref:GDC,data_file_properties,ProteinExpression
DSS,,,GDC,state_comment,,ProteinExpression
DSS,,,PDC,amount_on_column,,Protocol
DSS,,,PDC,amount_on_column_uom,,Protocol
DSS,,,PDC,column_inner_diameter,,Protocol
DSS,,,PDC,column_inner_diameter_uom,,Protocol
DSS,,,PDC,column_length,,Protocol
DSS,,,PDC,column_length_uom,,Protocol
DSS,,,PDC,column_type,,Protocol
DSS,,,PDC,dda_topn,,Protocol
DSS,,,PDC,dia_ims,,Protocol
DSS,,,PDC,gradient_length,,Protocol
DSS,,,PDC,gradient_length_uom,,Protocol
DSS,,,PDC,instrument_model,,Protocol
DSS,,,PDC,ms1_resolution,,Protocol
DSS,,,PDC,ms2_resolution,,Protocol
DSS,,,PDC,normalized_collision_energy,,Protocol
DSS,,,PDC,particle_size,,Protocol
DSS,,,PDC,particle_size_uom,,Protocol
DSS,,,PDC,particle_type,,Protocol
DSS,,,PDC,program_submitter_id,,Protocol
DSS,,,PDC,starting_amount,,Protocol
DSS,,,PDC,starting_amount_uom,,Protocol
DSS,,,PDC,ENTITY,,Publication
DSS,,,PDC,pubmed_id,,Publication
DSS,,,GDC,ENTITY,,ReadGroup
DSS,,,GDC,adapter_name,,ReadGroup
DSS,,,GDC,adapter_sequence,,ReadGroup
DSS,,,GDC,base_caller_name,,ReadGroup
DSS,,,GDC,base_caller_version,,ReadGroup
DSS,,,GDC,days_to_sequencing,,ReadGroup
DSS,,,GDC,flow_cell_barcode,,ReadGroup
DSS,,,GDC,fragment_maximum_length,,ReadGroup
DSS,,,GDC,fragment_mean_length,,ReadGroup
DSS,,,GDC,fragment_minimum_length,,ReadGroup
DSS,,,GDC,fragment_standard_deviation_length,,ReadGroup
DSS,,,GDC,id,,ReadGroup
DSS,,,GDC,includes_spike_ins,,ReadGroup
DSS,,,GDC,instrument_model,,ReadGroup
DSS,,,GDC,lane_number,,ReadGroup
DSS,,,GDC,spike_ins_fasta,,ReadGroup
DSS,,,GDC,ENTITY,,RunMetadata
DSS,,,GDC,derived_from (ReadGroup),,RunMetadata
DSS,,,GDC,id,,RunMetadata
DSS,,,GDC,project_id,,RunMetadata
DSS,,,GDC,ref:GDC,data_file_properties,RunMetadata
DSS,,,GDC,state_comment,,RunMetadata
DSS,,,GDC,submitter_id,,RunMetadata
DSS,,,GDC,derived_from (Sample),,Sample
DSS,,,ICDC,on_visit(visit),,sample
DSS,,,ICDC,next(sample),,sample
DSS,,,ICDC,comment,,Sample
DSS,,,ICDC,summarized_sample_type,,sample
DSS,,,ICDC,percentage_tumor,,Sample
DSS,,,PDC,sample_is_ref,,Sample
DSS,,,ICDC,molecular_subtype,,sample
DSS,,,ICDC,date_of_sample_collection,,sample
DSS,,,ICDC,tumor_grade,,sample
DSS,,,ICDC,length_of_tumor,,sample
DSS,,,ICDC,width_of_tumor,,sample
DSS,,,ICDC,volume_of_tumor,,sample
DSS,,,ICDC,percentage_tumor,,sample
DSS,,,ICDC,comment,,sample
DSS,,,GDC,ref:GDC:ubiquitous_properties,,Sample
DSS,,,GDC,ENTITY,,Slide
DSS,,,GDC,percent_eosinophil_infiltration,,Slide
DSS,,,GDC,percent_inflam_infiltration,,Slide
DSS,,,GDC,percent_monocyte_infiltration,,Slide
DSS,,,GDC,percent_necrosis,,Slide
DSS,,,GDC,percent_neutrophil_infiltration,,Slide
DSS,,,GDC,percent_normal_cells,,Slide
DSS,,,GDC,percent_stromal_cells,,Slide
DSS,,,GDC,percent_tumor_cells,,Slide
DSS,,,GDC,ENTITY,,SlideImage
DSS,,,GDC,id,,SlideImage
DSS,,,GDC,imaging_date,,SlideImage
DSS,,,GDC,magnification,,SlideImage
DSS,,,GDC,state_comment,,SlideImage
DSS,,,GDC,submitter_id,,SlideImage
DSS,,,PDC,study_submitter_id,,Study
DSS,,,ICDC,date_of_iacuc_approval,,Study
DSS,,,ICDC,dates_of_conduct,,study
DSS,,,PDC,embargo_date,,Study
DSS,,,ICDC,arm,,study_arm
DSS,,,ICDC,arm_description,,study_arm
DSS,,,ICDC,ctep_treatment_assignment_code,,study_arm
DSS,,,CTDC,pubmed_id,,arm
DSS,,,CTDC,dbgap_accession_number,,arm
DSS,,,PDC,ENTITY,,StudyRunMetadata
DSS,,,PDC,alias,,StudyRunMetadata
DSS,,,PDC,analyte,,StudyRunMetadata
DSS,,,PDC,condition,,StudyRunMetadata
DSS,,,PDC,fraction,,StudyRunMetadata
DSS,,,PDC,operator,,StudyRunMetadata
DSS,,,PDC,plex_or_folder_name,,StudyRunMetadata
DSS,,,PDC,replicate_number,,StudyRunMetadata
DSS,,,ICDC,,,study_site
DSS,,,ICDC,of_study(study),,study_site
DSS,,,ICDC,registering_institution,,study_site
DSS,,,ICDC,site_short_name,,study_site
DSS,,,ICDC,veterinary_medical_center,,study_site
DSS,,,GDC,ENTITY,,TissueSourceSite
DSS,,,GDC,bcr_id,,TissueSourceSite
DSS,,,GDC,code,,TissueSourceSite
DSS,,,GDC,id,,TissueSourceSite
DSS,,,GDC,name,,TissueSourceSite
DSS,,,GDC,project,,TissueSourceSite
DSS,,,GDC,ref:GDC:ubiquitous_properties,,Treatment
DSS,,,ICDC,,,visit
DSS,,,ICDC,of_cycle(cycle),,visit
DSS,,,ICDC,visit_date,,Visit
DSS,,,ICDC,visit_number,,Visit
DSS,,,ICDC,,,vital_signs
DSS,,,ICDC,on_visit(visit),,vital_signs
DSS,,,ICDC,assessment_timepoint,,vital_signs
DSS,,,ICDC,body_surface_area,,vital_signs
DSS,,,ICDC,body_temperature,,vital_signs
DSS,,,ICDC,crf_id,,vital_signs
DSS,,,ICDC,date_of_vital_signs,,vital_signs
DSS,,,ICDC,ecg,,vital_signs
DSS,,,ICDC,modified_ecog,,vital_signs
DSS,,,ICDC,patient_weight,,vital_signs
DSS,,,ICDC,phase,,vital_signs
DSS,,,ICDC,pulse,,vital_signs
DSS,,,ICDC,pulse_ox,,vital_signs
DSS,,,ICDC,respiration_pattern,,vital_signs
DSS,,,ICDC,respiration_rate,,vital_signs
DSS,,,ICDC,systolic_bp,,vital_signs
DSS,,,PDC,ENTITY,,WorkflowMetadata
DSS,,,PDC,analytical_fraction,,WorkflowMetadata
DSS,,,PDC,cdap_reports,,WorkflowMetadata
DSS,,,PDC,cptac_dcc_mzidentml,,WorkflowMetadata
DSS,,,PDC,cptac_dcc_tools,,WorkflowMetadata
DSS,,,PDC,cptac_galaxy_tools,,WorkflowMetadata
DSS,,,PDC,cptac_galaxy_workflows,,WorkflowMetadata
DSS,,,PDC,experiment_type,,WorkflowMetadata
DSS,,,PDC,gene_to_prot,,WorkflowMetadata
DSS,,,PDC,hgnc_version,,WorkflowMetadata
DSS,,,PDC,instrument,,WorkflowMetadata
DSS,,,PDC,ms1_data_analysis,,WorkflowMetadata
DSS,,,PDC,mzidentml_uniprot,,WorkflowMetadata
DSS,,,PDC,phosphosite_localization,,WorkflowMetadata
DSS,,,PDC,psm_report_generation,,WorkflowMetadata
DSS,,,PDC,raw_data_conversion,,WorkflowMetadata
DSS,,,PDC,raw_data_processing,,WorkflowMetadata
DSS,,,PDC,refseq_database_version,,WorkflowMetadata
DSS,,,PDC,search_database_parameters,,WorkflowMetadata
DSS,,,PDC,sequence_database_search,,WorkflowMetadata
DSS,,,PDC,uniport_database_version,,WorkflowMetadata
DSS,,,PDC,workflow_metadata_id,,WorkflowMetadata
DSS,,,PDC,workflow_metadata_submitter_id,,WorkflowMetadata
DSS,,,mCODE,Evidence Type,,Cancer Disease Status Profile
DSS,,,mCODE,Subject,,Cancer Disease Status Profile
DSS,,,mCODE,Focus,,Cancer Disease Status Profile
DSS,,,mCODE,Value,,Cancer Disease Status Profile
DSS,,,mCODE,Identifier > System,,Cancer Patient Profile
DSS,,,mCODE,Identifier > Value,,Cancer Patient Profile
DSS,,,mCODE,Name > Family,,Cancer Patient Profile
DSS,,,mCODE,Name > Given,,Cancer Patient Profile
DSS,,,mCODE,Telecom > System,,Cancer Patient Profile
DSS,,,mCODE,Telecom > Value,,Cancer Patient Profile
DSS,,,mCODE,Telecom > Use,,Cancer Patient Profile
DSS,,,mCODE,Address,,Cancer Patient Profile
DSS,,,mCODE,Address > Line,,Cancer Patient Profile
DSS,,,mCODE,Address > City,,Cancer Patient Profile
DSS,,,mCODE,Address > State,,Cancer Patient Profile
DSS,,,mCODE,Address > Postal Code,,Cancer Patient Profile
DSS,,,mCODE,Address > Period,,Cancer Patient Profile
DSS,,,mCODE,Communication > Language,,Cancer Patient Profile
DSS,,,mCODE,Treatment Intent,,Cancer-Related Surgical Procedure Profile
DSS,,,mCODE,Status,,Cancer-Related Surgical Procedure Profile
DSS,,,mCODE,Code,,Cancer-Related Surgical Procedure Profile
DSS,,,mCODE,Subject,,Cancer-Related Surgical Procedure Profile
DSS,,,mCODE,Performed,,Cancer-Related Surgical Procedure Profile
DSS,,,mCODE,Reason Code,,Cancer-Related Surgical Procedure Profile
DSS,,,mCODE,Reason Reference,,Cancer-Related Surgical Procedure Profile
DSS,,,mCODE,Body Site,,Cancer-Related Surgical Procedure Profile
DSS,,,mCODE,Body Site > Location Qualifier,,Cancer-Related Surgical Procedure Profile
DSS,,,mCODE,Body Site > Laterality Qualifier,,Cancer-Related Surgical Procedure Profile
DSS,,,mCODE,Status,,Cancer Stage Group Profile
DSS,,,mCODE,Code,,Cancer Stage Group Profile
DSS,,,mCODE,Subject,,Cancer Stage Group Profile
DSS,,,mCODE,Focus,,Cancer Stage Group Profile
DSS,,,mCODE,Effective,,Cancer Stage Group Profile
DSS,,,mCODE,Value,,Cancer Stage Group Profile
DSS,,,mCODE,Method,,Cancer Stage Group Profile
DSS,,,mCODE,Status,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Subject,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Focus,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Effective,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Value,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > AIDS,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > AIDS > Extension,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > AIDS > Extension > Component > Condition Code,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > AIDS > Extension > Component > Condition Reference,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > AIDS > Value,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Alcohol Abuse,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Alcohol Abuse > Extension,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Alcohol Abuse > Extension > Component > Condition Code,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Alcohol Abuse > Extension > Component > Condition Reference,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Alcohol Abuse > Value,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Deficiency Anemia,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Deficiency Anemia > Extension,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Deficiency Anemia > Extension > Component > Condition Code,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Deficiency Anemia > Extension > Component > Condition Reference,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Deficiency Anemia > Value,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Arthropathy,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Arthropathy > Extension,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Arthropathy > Extension > Component > Condition Code,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Arthropathy > Extension > Component > Condition Reference,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Arthropathy > Value,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Blood Loss Anemia,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Blood Loss Anemia > Extension,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Blood Loss Anemia > Extension > Component > Condition Code,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Blood Loss Anemia > Extension > Component > Condition Reference,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Blood Loss Anemia > Value,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Cancer Leukemia,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Cancer Leukemia > Extension,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Cancer Leukemia > Extension > Component > Condition Code,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Cancer Leukemia > Extension > Component > Condition Reference,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Cancer Leukemia > Value,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Cancer Lymphoma,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Cancer Lymphoma > Extension,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Cancer Lymphoma > Extension > Component > Condition Code,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Cancer Lymphoma > Extension > Component > Condition Reference,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Cancer Lymphoma > Value,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Cancer Metastatic,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Cancer Metastatic > Extension,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Cancer Metastatic > Extension > Component > Condition Code,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Cancer Metastatic > Extension > Component > Condition Reference,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Cancer Metastatic > Value,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Cancer Solid in Situ,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Cancer Solid in Situ > Extension,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Cancer Solid in Situ > Extension > Component > Condition Code,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Cancer Solid in Situ > Extension > Component > Condition Reference,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Cancer Solid in Situ > Value,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Cancer Solid Malignant,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Cancer Solid Malignant > Extension,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Cancer Solid Malignant > Extension > Component > Condition Code,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Cancer Solid Malignant > Extension > Component > Condition Reference,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Cancer Solid Malignant > Value,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Cerebrovascular,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Cerebrovascular > Extension,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Cerebrovascular > Extension > Component > Condition Code,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Cerebrovascular > Extension > Component > Condition Reference,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Cerebrovascular > Value,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Congestive Heart Failure,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Congestive Heart Failure > Extension,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Congestive Heart Failure > Extension > Component > Condition Code,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Congestive Heart Failure > Extension > Component > Condition Reference,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Congestive Heart Failure > Value,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Coagulopathy,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Coagulopathy > Extension,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Coagulopathy > Extension > Component > Condition Code,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Coagulopathy > Extension > Component > Condition Reference,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Coagulopathy > Value,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Dementia,,Comorbidities Elixhauser Profile
DSS,,,mCODE,Component > Dementia > Extension,,Comorbidities Elixhauser Profile
